quelle,index_string,inhalt,index_binar
zyx_cr_agx_rus_49,anh344:#:#:#:,был пе был один молланасреддин однажды молланасреддин пошел на базар у молланасреддина был один осел,0
zyx_cr_agx_rus_49,anh344:#:#:#:,молланасреддин когда сидел пришли молодые люди и украли ого осла он узнал что осел не остался что осла украли,0
zyx_cr_agx_rus_49,anh344:#:#:#:,он встал и побежал вдогонку через час он догнал их он своего осла отобрав с ним пришел,0
zyx_cr_agx_rus_49,anh344:#:#:#:,до его прихода от его вещей ничего нс осталось молла насреддин долго искал свои вещи но он нашел только один кувшин он кувшин к ослу привязав домой принес,0
zyx_cr_agx_rus_49,anh344:#:#:#: anh344:h:#:#:,жена узнала что его вещи потерялись жена начала мужа ругать тогда он рассердился на жену он начал бить жену жена быстро из дому убежала молланасреддин погнался за женой муж упал жена стала кидать в него камни один камень попав в голову молланасреддина разбил голову молланасреддин умер потом люди схватив эту жену побив убили,0
zyx_cr_agx_rus_52,a1592B:#:#:#:,молланасреддин однажды у своего соседа попросил одолжить котсл и сосед дал ему котелчерез несколько дней пошел сосед к молланасреддину и сказал   верни мой котел молланасреддин ответил  на два котла,0
zyx_cr_agx_rus_52,a1592B:#:#:#:,через несколько дней молланасреддин вновь попросил у этого соседа еще раз котсл и сосед дал ему котел через дватри дня пошел сосед к молла11асреддину за котлом молланасреддин сказал  умер котел сосед сказал  эй молланасреддин котлы  вещи не умирающие зачем так говоришь молланасреддин говорит раз котел котла рожает почему котел не умирает,0
zyx_cr_agx_rus_53ß,a545B:F:Sorge_um_Hungernde_oder_Durstige:rHD_rHF: a545B:H:Sorge_um_Hungernde_oder_Durstige:rHD_rHF: a545B:H:Hilfeversprechen_erhalten:rHD_rHF:,был один мельник из дней в один день на мельницу пришла лиса мельник голодной лисе дал кусок хлеба поев то лиса пошла в один лес потом лиса подумала «столько добра сделавшему мне мельнику что хорошее мне бы сделать»,0
zyx_cr_agx_rus_53ß,a545B:F:Reichtum_VORTÄUSCHEN:rHF_rHP: a545B:H:Dem_VORTÄUSCHEN_nachgehen:rHF_rHP:,однажды лиса пошла к парю «деньги мерить мерку одолжи» говоря царь дал лисе мерку потом царь изумился «меркой деньги мерящий что это за человек» лиса поискав одну монету и бросив ее в мерку пошла отдавать мерку царю царь крикнул лисе «в мерке монета осталась» лиса сказала «это плата за твою мерку»,0
zyx_cr_agx_rus_53ß,a545B:F:Reichtum_VORTÄUSCHEN:rHF_rHP: a545B:H:Dem_VORTÄUSCHEN_nachgehen:rHF_rHP:,через пару дней лиса вновь пошла к царю «мерку одолжи  говоря  золото мерить» царь снова очень изумился «меркой золото морящий что за человек» вновь лиса найдя одну золотую монету и бросив в мерку отнесла мерку отдавать царю царь позвал «в мерке золото осталось» лиса сказала «это плата за мерку»,0
zyx_cr_agx_rus_53ß,a545B:F:Um_eine_Frau_werben:rHF_rHP: a545B:HF:Information_aus_zweiter_Hand:rHF_rHP: a545B:F:EINLADUNG:rHF_rHP:,вновь через пару дней лиса пришла к царю «дочь за нашего юношу отдай» говоря царь подумал «меркой золото мерящему царю если не выдать за кого выдать дочь» царь сказал лисе «приведи посмотреть зятя»,0
zyx_cr_agx_rus_53ß,a545B:H:Einer_EINLADUNG_nachgehen:rHD_rHF: a545B:F:Verlust_VORTÄUSCHEN:rHD_rHF:,потом лиса пошла к мельнику «друг мельник я тебе одно добро сделаю встань иди со мной» мельник встал и пошел с лисой на дороге пошел сильный дождь потекли большие воды потекли реки воды лиса сказала мельнику «пока я приду ты сиди здесь»,0
zyx_cr_agx_rus_53ß,a545B:H:Dem_VORTÄUSCHEN_nachgehen:rHD_rHF_rHP: a545B:H:Prächtige_Kleidung_und_Schmuck_erhalten:rHD_rHF_rHP: a545B:H:REITTIER_erhalten:rHD_rHF_rHP:,лиса пошла к царю у которого просила дочь выдать замуж «одежду лошадь дай  говоря  с зятем несчастье случилось одежду и лошадь зятя унесла вода на него надеть одежду сесть и лошадь дай» царь одежду и лошадь дал лисе,0
zyx_cr_agx_rus_53ß,a545B:H:Heiraten:rHD_rHF_rHP:,с ними лиса пошла к мельнику «на друг надень платье садись на лошадь пошли со мной» они пошли в дом царя царь приготовил им большое угощенье,0
zyx_cr_agx_rus_53ß,a545B:H:Auf_dem_Heimweg:rHD_rHF_rPP:,на следующий день они стали уезжать в сопровождении музыки потом они сели в одном месте чтобы поесть попить,0
zyx_cr_agx_rus_53ß,a545B:F:Eine_Bedrohung_VORTÄUSCHEN:rHF_fST: a545B:H:Dem_VORTÄUSCHEN_nachgehen:rHF_fST: a545B:H:VERTREIBUNG:rHF_fST:,тогда лиса пошла к дракону «тебя убить войско идет ты спасайся» дракон пойдя в лес спрятался,0
zyx_cr_agx_rus_53ß,a545B:H:Fremdes_Gut_einziehen:rHD_rHF_rPP:,лиса вернулась чтобы их позвать в дом дракона они пришли домой сделали свадьбу,0
zyx_cr_agx_rus_53ß,a545B:f:Vertrauen_beweisen:rHD_rHF_rPP: a545B:h:Vertrauen_beweisen:rHD_rHF_rPP:,через пару дней лиса пошла в дем мельника лису идущую во дворе увидела жена мельника жена пошла и сказала мельнику «в нашем дворе находится лиса» мельник сказал жене «выгоне ее со двора» жена выгнала лису со двора,0
zyx_cr_agx_rus_53ß,a545B:H:Das_VORTÄUSCHEN_eingestehen:rHF_fST: a545B:hf:Wiedergutmachung_erpressen:rHF_fST:,лиса пошла в лес искать дракона лиса нашла дракона «друг дракон я тебя обманула то іе войско было мельник был сейчас в твоем доме мельник сидит выгони его» дракон нс поверил «если не веришь друг дракон давай сделаем так возьмем веревку один копен наденем на ивою щею один конец наденем на мою шею»,0
zyx_cr_agx_rus_53ß,a545B:f:Wiedergutmachung_erpressen:rHD_rHF_fST: a545B:H:Eine_Bedrohung_VORTÄUSCHEN:rHD_rHF_fST: a545B:H:Dem_VORTÄUSCHEN_nachgehen:rHD_rHF_fST: a545B:H:Wiedergutmachung_erpressen:rHD_rHF_fST:,так поступив пошли они выгонять мельника немного пути когда оставалось увидел мельник идущих мельник крикнул испугался дракон потянув за собой и лису побежал в кес лиса ударяясь тудасюда умерла,0
zyx_cr_agx_rus_6,a325:F:Zauberkunst_erlernen:rHD_rBZ:,был говорят не был говорят в одно из времен один мулла говорили что этот мулла был хорошо образован и сам давал уроки другим но если его ученики превосходили его в знаниях он резал горло и убивал тех кто узнавал волшебство у муллы была дочь в одном селе бедный юноша услышал об этом мулле что он дает уроки у этого юноши была старая мать юноша сказал своей матери «валлах мама в такомто ауле есть мулла говорят он хорошо обучает я хочу туда пойти» и вот юноша пошел и опередил муллу в познаниях,0
zyx_cr_agx_rus_6,a325:HF:Unwissenheit_VORTÄUSCHEN:rHD_rZO:,а дочь муллы полюбила юношу девушка сказала юноше «ты не показывай что много знаешь если отец узнает об этом то иди сюда и посмотри  в этом колодце головы людей а в другом колодце тела» девушка показала всё это юноше,0
zyx_cr_agx_rus_6,a325:H:Unwissenheit_VORTÄUSCHEN:rHD_rBZ: a325:H:Zauberkunst_erlernen:rHD_rBZ:,утром когда юноша пошел на урок он делал вид что ничего не знает и стал учить самые начальные уроки мулла оставил этого юношу еще на пять дней а потом дав пару тумаков выгнал юноша пошел домой,0
zyx_cr_agx_rus_6,a325:hf:TABU_Gegenstand_nicht_weitergeben:rHD_rHH:,однажды юноша сказал матери «я превращусь в лошадьиноходца когда я превращусь в лошадь отведи меня на базар и продай за пятьсот рублей но не продавай вместе с уздечкой на мне»,0
zyx_cr_agx_rus_6,a325:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rHH_rBZ:,мать отвела эту лошадь и продала на базаре за 500 рублей а купил лошадь мулла который давал уроки юноше потому что он узнал в ней юношу мулла очень просил мать отдать ему и уздечку но мать не послушалась и уздечку не отдала,0
zyx_cr_agx_rus_6,a325:Hh:FLUCHT:rHD_rBZ: a325:h:VERFOLGUNG:rHD_rBZ: a325:H:Die_Änderung_der_EXISTENZFORM:rHD_rBZ: a325:H:VERFOLGUNG_entkommen:rHD_rBZ:,мулла сел на свою лошадь и поехал домой доехал до ворот привязал лошадь и поднялся в дом лошадь превратилась в человека и пошла обратно мулла узнал об этом и погнался за юношей юноша узнал что идет мулла и превратился в куропатку мулла превратился в орла и погнался за куропаткой чтобы ее схватить куропатка спустилась в ханский дом и орел спустился туда же когда куропатка увидела что орел спустился она превратилась в гранатовый плод тот упал на ханский стол разбился и рассыпался как просо мулла превратился в курицу с цыплятами и они склевали все зернышки только под ножкой стола осталось одно зерно это зерно превратилось в шакала и он съел курицу с цыплятами потом юноша ушел и стал жить у себя,0
zyx_cr_agx_rus_8ß,a930:f:VORHERSAGE_ungewünschte_Heiraten:rST_fHP:,пастух и купец жил когдато давно один купец у этого купца было много имущества букв скота из детей у него была только одна дочь он пошел и спросил у муллы «за кого выйдет замуж букв кому судьбой станет моя дочь» мулла сказал «твоя дочь выйдет замуж за пастуха»,0
zyx_cr_agx_rus_8ß,a930:h:Der_VORHERSAGE_nachgehen:rHH_fHP: a930:h:Heiraten:rHH_fHP:,купец сказал «не выйдет моя дочь за него» оттуда он пошел к пастуху он сказал ему «расторгни брак со своей женой твоя жена должна быть моей букв не может не стать моей» пастух сказал «моя жена беременна зачем мне расторгать с ней брак» «пусть беременна ничего страшного» наконец нечего делать тот расторг брак этот купец женился на ней сам,0
zyx_cr_agx_rus_8ß,a930:f:Ungewünschtes_Wesen_beseitigen:rHD_rHH_fHP: a930:h:TÖTUNG:rHD_rHH_fHP: a930:h:Aussetzung:rHD_rHH_fHP:,после этого однажды купец посадил женщину на лошадь и отвез ее в ущелье потом он сказал женщине «слезай» когда она слезла купец ее зарезал а после того как зарезал разрезал ей живот и вот в животе женщины был этот самый пастушок он был в животе тогда он вынул мальчика из живота и приложил его к груди матери не убил его,0
zyx_cr_agx_rus_8ß,a930:H:Adoption:rHD_rST:,после этого один пастух увидел мальчика и забрал к себе забрал и привязал его к козе чтобы она кормила его молоком и назвал этого мальчика кечибала «козленок»,0
zyx_cr_agx_rus_8ß,a930:H:Begegnung:rHD_rST_fHP: a930:h:Sachverhalt_aus_der_Vergangenheit_aufklären:rHD_rST_fHP: a930:h:Adoption:rHD_rST_fHP:,однажды пастух встретил купца который хотел купить баранов и сказал обращаясь к мальчику «кечибала выбери баранов» тогда купец спросил пастуха «почему вы ему дали имя кечибала» пастух сказал «я увидел его в одном ущелье он был вынут из живота женщины которую зарезали и лежал возле нее я принес его и привязал к козе и поэтому дал ему такое имя» тогда купец понял что это тот самый пастушок купец сказал «продай мне его в батраки» тот сказал «пусть он будет твоим»,0
zyx_cr_agx_rus_8ß,a930:f:Ungewünschtes_Wesen_beseitigen:rHD_fHP: a930:f:BOTSCHAFTEN_versenden:rHD_fHP:,утром они отправились в путь погнав баранов проехав какоето расстояние купец написал и передал юноше письмо для своей дочери «по прибытии убейте»  и послал его домой,0
zyx_cr_agx_rus_8ß,a930:F:Liebe_wird_ausgelöst:rHD_rHP_rPP: a930:H:BOTSCHAFTEN_verfälschen:rHD_rHP_rPP: a930:H:Heiraten:rHD_rHP_rPP:,юноша поехал вперед и через три дня прибыл когда он приехал его увидела дочь купца юноша передал девушке письмо девушка порвала письмо написанное ее отцом а сама написала «по прибытии устройте этому юноше свадьбу» они сразу так и сделали,0
zyx_cr_agx_rus_8ß,a910K:h:Sachverhalt_aus_der_Vergangenheit_aufklären:rST_fHP:,после свадьбы приехал купец купец спросил «почему вы устроили свадьбу» жена сказала «мы это сделали следуя твоему письму» «я такого не говорил»  сказал купец тогда жена принесла это письмо и показала купцу купец прочел «ах  сказал  это я написал по ошибке»,0
zyx_cr_agx_rus_8ß,a910K:f:Ungewünschtes_Wesen_beseitigen:fHP_fAN: a910K:H:Einen_Bösen_einstellen:fHP_fAN: a910K:f:TODESAUFTRAG:fHP_fAN:,после этого он поставил в сад охранников и сказал «того кто войдет в сад убейте даже если это я прийду не давайте брать из сада виноград»,0
zyx_cr_agx_rus_8ß,a910K:f:FRUCHT_besorgen:rHD_fHP:,потом он сказал юноше «принеси из сада виноград» юноша собрался пойти,0
zyx_cr_agx_rus_8ß,a910K:H:FRUCHT_erfassen:rHD_rHP_fHP: a910K:H:FRUCHT_besorgen:rHD_rHP_fHP: a910K:H:Einem_TODESAUFTRAG_entkommen:rHD_rHP_fHP:,когда он собрался пойти его увидела девушка и сказала «если туда пойдешь убьют иди сюда в доме есть виноград» девушка завернула в платок виноград из дома и отослала купцу,0
zyx_cr_agx_rus_8ß,a910K:H:Eigene_Misshandlung_nachforschen:fHP_fHP: a910K:H:TODESAUFTRAG:fHP_fHP:,купец удивился и разозлился на охранников он пошел в сад к охранникам и позвал охранников охранники окликнули его а потом спросили «ты кто» купец сказал «это я» они сказали «мы не знаем кто это ты»  и убили купца,0
zyx_cr_agx_rus_8ß,a910K:H:Ende:rHD_rPP:,когда убили купца пастух остался с дочерью купца и его имуществом букв скотом и наслаждался жизнью,0
zyx_cr_agx_rus_9,a314:h:RESPEKTLOSIGKEIT:rHD_fHH:,сказка про аждаху был говорят не был говорят один царь у этого царя было три сына и один из них был весь в парше его не пускали в дом не считали его членом семьи и он всегда спал в золе,0
zyx_cr_agx_rus_9,a314:f:VERSPRECHEN_im_Austausch_für_Hilfe:rST_fHH:,однажды царь надел свое заказное платье сел на лошадьиноходца и отправился в путешествие по своей стране когда он отъехал далеко ему встретился аждаха увидел он аждаху испугался и упал с лошади его увидел аждаха и спросил «кто ты такой» тот сказал «я правитель этой земли» тогда он аждаха предложил царю «пришли сюда одного из своих сыновей а если не пришлешь я тебя убью» царь обещал прислать,0
zyx_cr_agx_rus_9,a314:F:Ein_VERSPRECHEN_halten:fHD_fHH: a314:h:Ein_VERSPRECHEN_halten:fHD_fHH:,когда царь приехал домой он сказал сыновьям «один из вас двоих должен поехать в такоето место к аждахе а если не поедете я и земля мои будут уничтожены» сыновья сказали «да пусть хоть один час остается до уничтожения намто что до этого» и вот царь отчаялся потерял надежду букв на мир на жизнь,0
zyx_cr_agx_rus_9,a314:F:Ein_VERSPRECHEN_halten:rHD_fHH: a314:H:Ein_VERSPRECHEN_halten:rHD_fHH:,потом он подумал «может быть плешивый пойдет» он попросил плешивого «поезжай ты туда» плешивый согласился подчинился приказу отца надел царское платье и поехал,0
zyx_cr_agx_rus_9,a314:F:Liebe_wird_ausgelöst:rHD_rST_rPP: a314:H:Heiraten:rHD_rST_rPP:,плешивый приехал к аждахе поздоровался и они поехали  аждаха впереди а он сам позади они подъехали к одному колодцу в степи залезли туда с аждахой и он там увидел множество других аждах в одном из домов аждаха показал ему комнату в которой находилась девушка когда юноша увидел девушку он потерял сознание и упал девушка была подобна луне и солнцу когда юноша посмотрел на ее грудь то увидел на той груди отражение своего лица на свете не было никого краше аждаха сказал «эта девушка и все мои сокровища  тебе» юноша с девушкой долго жили там в радости и весельи,0
zyx_cr_agx_rus_9,a314:F:Auf_dem_Heimweg:rHD_rHP: a314:H:SCHLAF:rHD_rHP:,потом юноша сильно затосковал по миру и когда аждаха это увидел то разрешил ему поехать на родину отправили юношу в путь с войском ночью доехали они до степи и юноша сказал «вы уезжайте воины мы и без вас поедем» юноша и девушка остановились на ночь в степи и вскоре юноше захотелось спать юноша положил голову девушке на колени и уснул,0
zyx_cr_agx_rus_9,a314:H:Die_SCHÖNE_erfassen:rHP_rHP:,когда юноша заснул девушка встала и сквозь камень на своем перстне посмотрела на море в море она увидела дочь джиннов которая была еще краше нее позвала ее и привела к себе они обе подошли и легли рядом с юношей когда юноша проснулся рядом были букв приготовились две похожие друг на друга девушки на следующий день они остановились в царской степи и поставили палатку,0
zyx_cr_agx_rus_9,a314:h:Begehren_einer_Person_oder_eines_GEGENSTANDES:rHP_rHP_fHP:,когда царь увидел этих девушек он захотел их для себя и послал войско чтобы убить плешивого,0
zyx_cr_agx_rus_9,a314:H:Bestrafung:rST_fHH:,об этом узнали аждахи и направили войско уничтожить царя и разорить его страну после этого царское войско было перебито весь народ истреблен а город отдали в распоряжение плешивого,0
zyx_cr_ani_rus_1,anh384:#:#:#:,мулла насреддин чтобы избавиться от бсгавших за ним детей сказал  на кладбище халву раздают и дети поверив ему no6ежали на кладбище,0
zyx_cr_ani_rus_1,anh384:#:#:#:,когда он унидел что все бегут на кладбище то подумал «если бы там ничего не давали то они не пошли бы и говорит сам побежал за детьми,0
zyx_cr_ani_rus_2,aTMJ1522_1:#:#:#:,у молы насреддина были галоши два молодых человека решили их украсть его повели в сад собирать яблоки,0
zyx_cr_ani_rus_2,aTMJ1522_1:#:#:#:,мола насредина спустили на дерево мола снял галоши и сунул их в карман двое молодых людей спросили молу насредина «почему ты не оставил здесь галоши» ты придешь сюда вернешься» в это время мола насреддин ответил «я не приду возвращусь я пойду прямо домой на дереве дереве,0
zyx_cr_aqc_rus_13,a950:#:#:#:,в прежние времена в арчибе жил один известный вор у него был единственный сын с малых лет отец учил сына воровать мало того что они воровали в арчибе отец и сын время от времени ездили еще в кумух сокровища кумухского хана отец и сын так умело воровали что не успевали заметить для них не было никаких помех что только ни делал кумухский хан и капкан ставил и сторожил ни разу не удалось поймать отца и сына,1
zyx_cr_aqc_rus_13,a950:#:#:#:,хан собрал мудрых людей посоветовались какую хитрость придумать чтобы помать воров один из них посоветовал хранить сокровища в другом месте засыпать яму где хранятся сокровища навозом,1
zyx_cr_aqc_rus_13,a950:#:#:#:,и вот пришли отец и сын на свою привычную работу ты здесь сиди я спущусь в яму за сокровищами сказал отец как только отец прыгнул в яму тут же увяз в навозе отец понял что он не сможет выбраться из ямы > ах как жаль что нет силы которая была в молодости сказал и заплакал крикнул сыну ох сынок мой единственный дорогой сомневаюсь что я выберусь отсюда ты прости меня я тебя научил плохому ремеслу сколько раз ты и я богатства хана без всякой помехи воровали на этот раз нам не повезло хиторому кумухскому хану удалось поймать отца твоего чем мне завтра отрубят перед народом голову лучше выполни мою просьбу как бы тебе трудно ни было здесь же отруби мне голову,1
zyx_cr_aqc_rus_13,a950:#:#:#:,со слезами на глазах сын сделал так как сказал отец и вот утром нукеры хана нашли в яме увязшия в навозе труп человека с отрезанной головой сколько же он издевался надо мной узнайте кто воровал мои сокровища  сказал хан  решили положить труп на широкой дороге по которой люди из разных сел стекаются на базар не может быть чтобы не заплакали родственники если узнают убитого,1
zyx_cr_aqc_rus_13,a950:#:#:#:,узнавший о коварстве хана сын рассказал обо всем матери сказал что на дороге покинутый труп отца лежит если ты его увидишь я знаю что ты будешь плакать но сказал когда утром со всеми людьми ты будешь идти на базар увидев труп сделай вид что соскользнулась и упала если тебя поймают нукеры хана скажи что от ушиба ноги заплакала,1
zyx_cr_aqc_rus_13,a950:#:#:#:,на следующиий день мать поступила так как сказал сын когда увидела заклеванный птицами покинутый на дороге труп мужа с отрезанной головой не смогла сдержать слез соскользнулась и упала тут же кумухцы схватили ее ой моя нога  сказала женщина и заплакала что вам от меня нужно как теперь я пойду на базар что я скажу мужу  сказала женщина стала кричать и плакать арчинцы которые вместе с ней отправлялись на базар поругав прогнали нукеров,1
zyx_cr_aqc_rus_13,a950:#:#:#:,спать не мог сын не отомстив за отца думал днем и ночью как отомстить кумухскому хану за гибель отца арчинец решил украсть из ханского табуна самого дорогого коня отправился в горы украл коня зарезал его а шкуру коня бросил во двор хана и вот разозлился хан на своих нукеров и сказал что они изза мяса зарезали его коня,1
zyx_cr_aqc_rus_13,a950:#:#:#:,нукеры одну бедную жалкую женщину отправили чтобы она ходила по селам и со слезами на глазах якобы для исцеления больного ребенка просила у людей конину так хотели узнать того кто украл и зарезал коня прибыла эта жнщина«попрошайка» в рваной старой одежде в арчиб входила в каждый дом выпрашивая «для больного ребенка» маленький кусок конины в самом конце зашла в дом вора жена в ора была сердобольной женщиной она дала кусок конины «попрошайке» в момент когда «попрошайка» выходила со двора дома на улицу вернулся вор вор понял все этим маленьким куском конины ребенка не лечат пойдем я дам тебе достаточно мяса сказал он забрал ее и в одном отдаленном месте куда ни ступала нога человека задушив убил ее,1
zyx_cr_aqc_rus_13,a1525G:#:#:#:,всем стало известно что кумухский хан не может поймать вора в один прекрасный день кумухский хан получил от другого хана других сел письмо и подарки с этим ха ном у кумухского хана была вражда содержание же письма было таким ты хан всех кумухских владений если не можешь поймать вора и на своих землях навести порядок то тебе нужно уйти с трона хана и стать слугой,0
zyx_cr_aqc_rus_13,a1525G:#:#:#:,в подарок же кумухскому хану унижая его отправили старую рваную одежду  не зная что делать много думал кумухский хан он был сильно задет издевательским письмом и подарками везде по селам отправил вести хан сообщал «того вора который сможет украсть у соседнего хана чтолибо я не только не накажу но еще отдам ему половину богатства» вот я сказав явился молодай арчинский вор удивился хан молодости этого вора такой как ты что сможетъ сделать сказал с моим врагом ханом самого хана я украду сказал вор если ты хочешь иди тогда сказал кумухский хан и отпрвил его,0
zyx_cr_aqc_rus_13,a1525G:#:#:#:,вор сшил себе из козлиной шкуры одежду повесил колокольчики вокруг ночью когда люди спали вошел в комнату где спал хан звеня колокольчиками ну давай торопись хан сказал к тебе явился израил ангел смерти чтобы забрать твою душу ложись в этот сундук сказал если откажешься упадешь в огонь ада,0
zyx_cr_aqc_rus_13,a1525G:#:#:#:,хан сильно испугался и прыгнул в сундук накинув на плечо сундук арчинский вор явился к кумухскому хану как только хан открыл крышку сундука из него в нижнем белье выпрыгнул мужчина вот твой враг сказал арчинец указав пальцем на хана,0
zyx_cr_aqc_rus_13,a1525G:#:#:#:,взяв у хана достаточно богатства арчинский вор вернулся домой,0
zyx_cr_aqc_rus_17ß,a563:F:HUNGERSNOT_beheben:rHD_rHH:,была одна старая женщина у неё был один сын они были бедные у них поесть ничего нс было однажды они нашли па дороге копейки деньги некоторое время они хранили эти деньги однажды этот мальчик взял эти деньги и пошёл па базар,0
zyx_cr_aqc_rus_17ß,a563:F:Sorge_um_Freikaufsbedürftige:rHD_rHF: a563:H:Sorge_um_Freikaufsbedürftige:rHD_rHF: a563:H:Einen_Begleiter_gewinnen:rHD_rHF:,когда он дошёл до базара то увидел детей он спрятался и стал смотреть что они делают а потом побежал к ним он увидел что они убивают кошку этот мальчик сказал «нука нс убивайте эту кошку а продайте её мне за эти деньги» отдав деньги мальчик забрал кошку взяв коптку оч пошёл домой,0
zyx_cr_aqc_rus_17ß,a563:h:HUNGERSNOT:rHD_rHH: a563:F:HUNGERSNOT_beheben:rHD_rHH:,матери не нашел но вот пришла мать этот мальчик показывает кошку «посмотри мать кошку которую я купил» потом мать заплакав закричала «зачем ты её купил»  говорит «больше не дам денег»  сказала а для сына мать ещё денег приберегла со временем эти деньги умножились этот парень поклялся больше не тратить денег взяв же на еду денег этот парень пошёл на базар,0
zyx_cr_aqc_rus_17ß,a563:F:Sorge_um_Freikaufsbedürftige:rHD_rST: a563:H:Sorge_um_Freikaufsbedürftige:rHD_rST: a563:H:Hilfeversprechen_erhalten:rHD_rST:,дойдя до того же места он увидел теперь как убивали змею тут тот парень сказал «не убивайте эту змею продайте мне» взяв эту змею этот мальчик пошел домой когда он дошёл до одного места змея начала бить хвостом парень спросил «почему ты вырываешься»  мол змея говорит «оставь меня здесь вот та пора  мой дом» эта змея сказала «ты приходи сюда в любое время если тебе какаянибудь вещь понадобится» этот парень ушёл домой,0
zyx_cr_aqc_rus_17ß,a563:h:HUNGERSNOT:rHD_rHH: a563:F:HUNGERSNOT_beheben:rHD_rHH:,он нашёл мать сидящей «когда же будет еда» сын открыл дверь мать спросила «где же еда» он говорит «мама мы в любой час получим еду без денег» «пошёл вон»  сказала мать побив ею «почему ты тратишь деньги на ненужное дело» однажды они проголодались мать сказала «теперь пошли за едой ты разве не говорил что пойдёшь за едой без денег» и пошёл этот парень за едой умирая от радости,0
zyx_cr_aqc_rus_17ß,a563:F:Auf_Hilfsquelle_zurückgreifen:rHD_rVB: a563:HF:Richtiges_erlangen:rHD_rVB:,этот парень дошёл до места где он отпустил змею мальчик прошел туда через дыру пору нашёл он одного человека который сидел за домом этот человек был из чертей этот человек сказал «зачем ты пришёл» я пришёл к змее «еду дай» сказать» этот человек сказал «ты змее скажи «дай мне платок» скажи»,0
zyx_cr_aqc_rus_17ß,a563:H:Richtiges_erlangen:rHD_rST: a563:H:PROVIANTPRODUZIERENDEN_ZAUBERMITTEL_erhalten:rHD_rST:,этот парень пошёл внутрь дома открыв двери он зашёл внутрь змеи бросились к нему укусить его эта большая змея была среди них эта змея сказала «осторожно не кусайте его он меня освободил»  говорит тогда змеи отступили эта большая змея сказала «что тебе нужно» этот мальчик сказал «дай мне один платок»мол змея разозлилась «кто напомнил об этом тебе чтобы бог сердце у пего разорвал не дать нельзя на»  сказав сказала взяв этот платок парень пошел домой,0
zyx_cr_aqc_rus_17ß,a563:HF:Richtiges_erlangen:rHD_rVB:,нашел он того человека этот человек «подожди»  сказал «ты пока вернись» вернувшись подошёл «той змее скажи «дай мне палку»,0
zyx_cr_aqc_rus_17ß,a563:H:Richtiges_erlangen:rHD_rST: a563:H:Strafvollstreckenden_ZAUBERMITTEL_erhalten:rHD_rST: a563:HF:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rST:,на этот раз змеи к его ногам легли эта змея сказала «кто это надоумил у того пусть рот разорвется по дать нельзя на»  сказав дала это тоже взяв вышел он наружу нашёл там этого человека этот человек сказал «этот платок ты «во имя бога» сказав расстели перед собой потом перед тобой появится пиша парод кормить если же этот платок люди украдут ты скажи всем людям «идите посмотреть одно чудо»  скажи потом когда они соберутся ты эту палку отпусти приговаривая «вур вур вур» если же захочешь чтобы опа вернулась говори «назад назад назад» тогда она вернётся» он пошёл домой умирая от радости,0
zyx_cr_aqc_rus_17ß,a563:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_ausprobieren:rHD_rHH:,придя домой он и мать вокруг платка расстелив его стали потом перед ними появилось много еды мать очень обрадовалась,0
zyx_cr_aqc_rus_17ß,a563:F:EINLADUNG:rHD_rHH_rAN: a563:h:Einer_EINLADUNG_nachgehen:rHD_rHH_rAN: a563:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rHH_rAN: a563:h:GIER_und_NEID_ausgelöst:rHD_rHH_rAN: a563:h:Sich_ZAUBERMITTEL_ANEIGNEN:rHD_rHH_rAN:,тогда они решили созвать народ кормить он ушёл звать он собрал людей и пришёл а эти люди были воры нехорошие люди рассадив этих людей расстелив перед ними платок он сказал «во имя бога» каких вещей там только не было эти люди поели хорошо один же решил вместо этого платка положить свой эти люди забрав этот платок пошли домой,0
zyx_cr_aqc_rus_17ß,a563:h:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rHH_fZM:,сын и мать проголодались расстелили перед собой платок что только не делали еда нс появилась,0
zyx_cr_aqc_rus_17ß,a563:F:EINLADUNG:rHD_rZM_rAN: a563:H:Einer_EINLADUNG_nachgehen:rHD_rZM_rAN: a563:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rZM_rAN: a563:H:ANEIGNEN_beheben:rHD_rZM_rAN:,этот парень вспомнил то что сказал тот большой человек этот парень собрал этих людей «нука посмотрите чудо» взяв ту палку этот парень пустил её сказав «вур» л палка подошла прямо к укравшему платок начала эта палка колотить этого человека этот человек бросил платок а этот парень вернул палку назад забрав и палку и платок он пошёл домой люди же ушли а мать с сыном разбогатели через этот платок,0
