quelle,labela,labelb1,labelc1,labelb2,labelc2,labelb3,labelc3,labelb4,labelc4,labelb5,labelc5,labeld,inhalt,index_binar
zyx_cr_ava_rus_200,N,N,N,N,N,N,N,N,N,N,N,N,— совеем глуп хотя считаепть себя мужчины умнее женщин одного барана бывает две печени — большая маленькая будь легковерным давай волю гневу — пожурила мужа,0
zyx_cr_ava_rus_200,N,N,N,N,N,N,N,N,N,N,N,N,тутто убедился женшины зависит доме дружба вражда,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,жилибыли неразлучных друга одного звали ламарт другого — чумарт однажды кудато шли делам чумарт заметил дороге суму поднял ее золота показал паходку своему товарищу  ламарт — жестокий жадный 2 чумарт— щедрый закончили торговые дела возвращались домой чумарт остановил ламарта возле большого дерева неподалеку аула сказал,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— друг давай поделим золото это хитрый ламарт ответил,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— чему оставим его пусть крепче связывает нашу дружбу возьмем понемногу остальное спрячем деревом укромном месте никто найдет возьмем очень понадобится,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,порешили,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,поздно ночью ламарт вернулся дереву выкопал тайника золото унес,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,проигло некоторое время чумарту очень понадобилось золото пошел ламарту,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— лруг мой— сказал он— нужно золота пойдем вместе нашему кладу возьмем,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,ламарт соглаеилея пошли дереву перекопали золота бывало,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,ламарт начал кричать,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— это ты чумарт украл золото некому будь проклят жадный черт,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,чумарт клялся н божилея — бралде золота ламарт потащил суд великому мудрому судье выслушал рассказ спросил ламарта,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— свидетели которые могут подтвердить золото украл чумарт,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,ламарт ответил,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— дерево которым спрятали золото свидетель,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,судья очень удивился такому ответу жизни встречал подобных свидетелей следующий день отправился допрашивать дерево взяв собой двух понятых,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,судья спросил дерево,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— ито украл золото,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— золото украл чумарт— ответило дерево человечьим голосом судья приказал поджечь дерево чтото оно скажет,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,едва ствол загорелся послышался крик,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,— горю помогите,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,отонь загасили дупла вылез полуживой отец ламарта,0
zyx_cr_ava_rus_201,N,N,N,N,N,N,N,N,N,N,N,N,судья разгневался ламарта забрали золото отдали чумарту,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,приятеля задумали торговать вместе взяли свои деньги отправились путь шли они шли пришли одно селение здесь селении жила старая женщина,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,остановились попросили взять сохранение деньги наказав строгонастрого давать гроша одному них пока попросят трое договорились обо всем приятели шли реке помыться обнаружили забыли гребешок двое говорят третьему,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— сходика хозяйке принеси гребешок,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,отправился старухе стал просить деньги переданные сохранение,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,женщива ответила,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— нет ие отдам тебе деньги пока попросите вместе плут предложил пойти реке,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— сама усльшнишь станут просить этом,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,зкенщина подошла поближе купавшимся действительно услыхаля,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— дай,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,хозяйка вернулась домой отдала плуту деньги,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,взял деньги таков товарищи видя долго возвращается пришли хозяйке спрашивают,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— наш приятель,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,старуха ответила знает отдала деньги ушёл,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— просили гребешок отдала деньги верни нам наши деньги,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,лотащили женщину дибиру дибир решил пусть женщина возместит своим постояльцам убыток,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,большом горе плачем воплями пошла жен  дибир — дужовное лицо исполняющее также обязанности судьи,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,щина домой дороге встретила четырехлетнего мальчика,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— плачешь добрая женщина случилось — спросил мальчик,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,жешиина рассказала своем несчастье,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— ж вели дащь пятак избавлю беды — сказал мальчикtrennen— конечно дам — ответила женщина,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,мальчик посоветовал ей,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— вернись назад дибиру скажи деньги этих людей находятся пусть поетояльцы придут ними непременно втроем условлено,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,т женщина пришла дибиру сказала ^ учил мальчик изумленный дибир восклик < нуле,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,— дал тебе мудрый совет женщина,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N, — мальчик,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,е дибир решил дело пользу старухи по дарила мальчику обещанный пятак дибир опре делил муталимы \ ний,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,1 муталим — ученик лы,0
zyx_cr_ava_rus_203,N,N,N,N,N,N,N,N,N,N,N,N,били,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,одном селе жил и рос бедный сирота подрос надумал накопить денег обзавестись хозяйством создать семью таким намерением юноша работал разных людей долгое время собирал накопил десять туманов,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,получив руки деньги юноша подумал этих денег хватит следует отдать хранение надежному человеку самому снова пойти заработки долгих раздумий выбрал дибира который учил людей умуразуму лицу которого видно честный человек,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,пока попрошу обратно храните себя обратился дибиру передал десять туманов положил надежное место,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,года сирота трудился поте лица заработал десять туманов «теперь накопил достаточно денег мои дела пойдут лад» подумал сирота пошел дибиру своими деньгами дибир ошеломил,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,видел твоих денег знаю что ума сошел вскричал дибир,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,соседству жила пожилая женщина рассказал том произошло дибиром,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,пойду дибиру немного позже вслед мной приходи ты попроси его вернул тебе деньги которые дал хранение научила юношу,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,женщина набила большой кошелек листами бумаги сверху положила единственную купюру пошла дибиру,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,пришла отдать деньги тебе хранение сказала дибиру надежного ты человека,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,дибира загорелись глаза подумал что валлах кошельке наверное менее тридцати туманов это время вошел сирота словами,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,верни мне дибир те деньги которые оставлял хранение,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,валлах верну друг мой то дают хранение возвращаю  сказал дибир вытащил десять туманов отдал сироте,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,теперь дибир мое дело завершилось благополучно пришла сюда помочь этому сироте вернуть долг спасибо тебе сказала женщина ушла следом пошел парень,0
zyx_cr_ava_rus_22,N,N,N,N,N,N,N,N,N,N,N,N,глядя вслед дибир остался разинутым ртом,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,одном селе жил бедный парень работал каждого нему обращался зарабатывал пропитание както услышал молодые ребята села которые ездят город заработки привозят денег тоже решил вместе сельчанами поехать город заработки,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,парень продал коня скотину доставшихся родителей вырученные деньги отдал родственнику на хранение подумав человек очень верующий обманет его,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,родственник радостью взял парня деньги сказал спокоен них возвращения будут целости сохранности,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,утром парень вместе сельчанами уехал далекий город заработки,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,городе испытал трудностей конце концов устроился работу кузнецу научился кузнечному ремеслу вернулся село отправился родственнику деньгами,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,знать знаю денег твоих видел прочь моих глаз прогнал парня,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,ошеломленный ответом парень шел селу грустный опущенной головой встретился сельский бегаул спросил,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,тобой почему грустный,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,парень рассказал родственник которому оставил деньги хранение отказывается вернуть,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,позови ко мне сказал бегаул,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,парень привел родственника бегаулу,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,почему возвращаешь парню деньги которые оставил тебя спросил бегаул,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,родственник стал клясться аллахом пророком кораном хадисами никакие деньги оставлял,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,бегаул спросил парня,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,рядом передавал деньги,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,никого было ответил он,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,хорошо передал деньги спросил бегаул,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,отдал деньги доме спрятал маленький черный сундучок сундучок положил стену  ответил парень,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,бегаул взял родственника ключи дома отдал их парню говорит,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,сходи нему домой принеси сюда сундучок,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,родственник воскликнет,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,сундучке лежат деньги мои тоже,0
zyx_cr_ava_rus_23,N,N,N,N,N,N,N,N,N,N,N,N,затем родственник поняв ложь раскрылась стыда опустил голову парень принес сундучок бегаул вернул деньги родственник забрав свой сундучок убежал,0
zyx_cr_ava_rus_3,fEn,N,N,N,N,N,N,N,N,N,N,N,дальше знаю ворона которая рассказала это добавила,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,сказать пропустить заяц лиса поле были медведь кабан лесу были богатая вдова строила стену,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,некоем городе жил чумарт просившим давал мало просившим давал нему порог приходил никому отказывал раздал раздарил доме осталось веревки накинуть рога забежавшего во двор быка дворе петуха курицы похоронах посиделках свадьбах застольях там садились двое такого места говорили нем,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,вечером одной свадьбе женили одного богатого человека зашел разговор чумарте гостей спросил,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,неужели чтонибудь осталось доме чумарта,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,осталась очень хорошая накидная бурка ответил другой,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,неужели бурку отдаст попросят спросил первый,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,нет отдаст единственную бурку которая осталась него ответил второй,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,начался спор жених говорит,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,отдаст бурку тому попросит отдам невесту,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,решили отправили чумарту человека,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,ассаламу алайкум,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,ваалайкум ассалам иди садись ответил чумарт обошел комнату поисках чегонибудь посадить гостя,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,доме нашлось деревянного табурета снял гвоздя столбе бурку сложил усадил гостя,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,чумарт спрашивает его,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,помню раньше заходил ко мне наверное тебе чтонибудь нужно,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,слышал бурка год очень дождливый хотел попросить тебя,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,возьми друг мой этой отдал ответил чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,пришел буркой чумарта жениху оставалось вернуть порога невесту отправить нему эта весть дошла отца невесты,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,пусть отдает жену кому угодно дам приданое невесты дом добряка раздал всем сказал забрал обратно добро которое отправил невестой,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,нукеры отвели голодную невесту пустую комнату чумарта вернулись назад так остались вдвоем катаясь голому полу,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,однажды невеста вынула ушей золотые серьги отдала чумарту послала базар купить самое необходимое дома проходил базарной улице золотыми серьгами руках повстречался человек редкими волосами голове поздоровался чумартом,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,удачной торговли чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,вот жена отправила продавать золотые серьги ответил чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,давай чумарт поменяй моих волов сказал предложил чумарту человек,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,отдав серьги волов успел сделать трех шагов настиг седок плешивой лошади словами,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,удачной торговли чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,чумарт рассказал ему обменял золотые серьги жены волов,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,давай обменяй волов лошадь,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,чумарт обменял и пройдя немного встретил другого мужчину буркой плечах,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,удачной торговли чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,золотые серьги жены взял волов волов обменял лошадь сказал чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,давай обменяй лошадь бурку,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,обменяв лошадь бурку отправился дальше смотрит идет человек белой высокой папахе,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,удачной торговли чумарт обращается к чумарту,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,золотые серьги жены обменял волов волов лошадь лошадь бурку  рассказал он,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,давай поменяем бурку папаху сказал тот,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,обменяв бурку папаху возвращался чумарт базара домой пошел сильный дождь дороги покрылись водой чумарт стоя краю скалы ждал прекращения дождя наклонился краю посмотреть воды папаха упала поток воды унес чумарт остался глядя вслед,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,чумарт отправился дальше повстречался торговый караван,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,ассаламу алайкум,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,ваалайкум ассалам откуда идешь чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,базар ходил,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,торговля удачная была чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,серьги жены обменял волов волов лошадь лошадь обменял бурку бурку  папаху,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,папаха чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,наклонился посмотреть воды ущелье папаха упала вода унесла ее,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,посмеялись чумартом хозяин каравана говорит,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,твоем месте показывался глаза жене,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,нет думаю жена довольна мною,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,поспорили жена поругает чумарта отдаст хозяину каравана все есть поле дом домашнюю утварь поругает хозяин каравана отдаст чумарту весь товар который везет караван порешили хозяин каравана отправил чумартом людей посмотреть будет чумарт вошел дом жена стала расспрашивать обо всем произошло спросила,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,купил,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,серьги волов взял,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,хорошо запрячь волов сесть телегу отправиться вдвоем поле телегу попал они ушли,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,лошадь отдал сказал чумарт,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,сядешь коня ковшом поясом отправишься купать его гордостью буду смотреть тебе вслед лошадь ударила копытом она ушла,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,отдал накидную бурку чумарт ответил,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,нам дождливый день забравшись крышу сидя катке укрывшись буркой смотреть убегающих дождя людей упал крыши она,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,белую папаху отдал,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,ты гордо подбоченясь будешь проходить белой папахой голове глядя тебя гордостью скажу «это муж» она дел,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,склонился со скалы посмотреть большой поток упала ущелье вода унесла,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,целитель хорошо самого унесло сказав так поцеловала мужа,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,подбежали свидетели радости стали подбрасывать чумарта получил богатство хозяина каравана как раньше отдавал каждому чтолибо просил,0
zyx_cr_ava_rus_30,N,N,N,N,N,N,N,N,N,N,N,N,таким оставил чумарта пришел сюда,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,жила одна бедная семья одна корова казан кипятить молоко приготовить пищу жена жаловалась хорошо бы иметь кувшин сбивать нем масло трудом она отправила мужа базар муж вправду тяжелый подъем одним словом все,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,муж положил пазуху лепешку пошел базар купил небольшой кувшин вернулся домой жена спросила сколько мерок входит,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,валлах спросил сказали сколько входит кувшин ответил муж вернулся базар,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,базаре ходил тудасюда в разные стороны наткнулся торговца,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,сколько мерок вмещается кувшин продал спросил он узнал кувшина вмещаются две мерки,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,две мерки три две мерки три выкрикивая шел дороге,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,дошел одного села праздновали свадьбу парни свадьбе пьяны нужен повод кемнибудь поссориться подраться,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,салам алейкум две мерки три сказал хозяин кувшина,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,возмущенные парни подскочили,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,такие слова говорят пришедшие торжество сказали парни бывшие свадьбе избили гостя синяков,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,должен обратиться стал возмущаться хозяин кувшина,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,«пусть радость веселье покинут вас» говорить научили его парни,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,хозяин кувшина шел дороге повторял то сказали парни «пусть радость веселье покинут вас» вскоре пришел месту подают руку,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,салам алейкум пусть радость веселье покинут вас крикнул он,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,твоих шуток нам обозлились мужчины избили его,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,должен обратиться спросил он,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,пусть покойнику лучшая жизнь свете ответили ему,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,«что это люди обратишься ним недовольны» подумал пошел дальше,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,встретил людей объезжавших жеребца который доставлял хлопот,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,салам алейкум пусть покойникам лучшая жизнь свете обратился гость отряхивая шубу,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,осел проклятый покойники пожелал нам лучшей жизни свете обругали его,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,должен сказать взмолился хозяин кувшина,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,«пусть удача вашем деле» сказать помочь объездить жеребца,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,догнал женщину которая несла спине ношу,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,пусть удача сказал хозяин кувшина помог женщине нести это,0
zyx_cr_ava_rus_31,N,N,N,N,N,N,N,N,N,N,N,N,муж женщины узнав дотронулся жены избил бедняка бедняк который пошел узнать мерку кувшина еле добрался своего дома,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,некоторое время больной бычок стал хрипеть мальчик дать подохнуть решил зарезать ночью разобравшись зарезал осла кунака одновременно подох бычок думая голову обрушатся семь несчастий оставят живых мальчик убежал селение муни,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,куначка угостила сывороткой кукурузными хинкалами уложила спать дворе сене нашел куриные яйца положил шапку шапку надел голову увидев хозяйка пошла своему любовнику сирота поисках еды зашел дом камине стоял кувшин урбечом запустил туда руку стал лизать урбеч вернулась хозяйка своим любовником,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,эй гость приездом дайка руку протягивая руку приветствия сказал вошедший болит рука ответил сирота спрятал спину подать руки сказала хозяйка на сирота протянул кулак измазанный урбечом посмотри натворил накормила уложила спать вновь сюда пришел возмутившись мунинка ударила рукой голове мальчика яйца которые шапке разбились потекли лицу решив разбили голову мальчику хозяйка возлюбленный испугались убежали дома,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,сирота наполнил мешок орехами найденными доме мунинки убежал село зило доходя него забрался стог сена крепко уснул приехал зилонинец сеном перекладывал стог сена телегу увидел торчащие ноги спящего сироты решил это мертвец убежал село позвать помощь,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,сирота временем выспался наполнил телегу сеном спеша поехал зило радости мальчик живой хозяин телеги сделал садака дал добра посоветовал вернуться домой,0
zyx_cr_ava_rus_32,N,N,N,N,N,N,N,N,N,N,N,N,мачеха увидев пасынок возвращается домой мешками полными добра вышла нему навстречу словами будет сынок добру твое возвращение,0
zyx_cr_ava_rus_33,N,N,N,N,N,N,N,N,N,N,N,N,муж жена узнали они соседей сундуком хранится бурдюк полный серебра стали думать украсть этот бурдюк муж сказал жене буду бить воплями беги соседям войду дом спрячься сундуком буду искать сундуком бери бурдюк убегай,0
zyx_cr_ava_rus_33,N,N,N,N,N,N,N,N,N,N,N,N,однажды ночью раздался плач соседский дом истошным воплем вбежала сначала жена муж соседи стали удерживать мужа жена временем спряталась сундук соседи трудом успокоили разбушевавшегося мужа,0
zyx_cr_ava_rus_33,N,N,N,N,N,N,N,N,N,N,N,N,жена нашла бурдюк горлышко бурдюка пересохло и дотрагивалась него издавал громкий звук зная теперь жена крикнула мужу будто ругая его пересохший бурдюк сильно гремит голову тебе отрезали муж понял крикнул ответ поплюй помочи оторви косу завяжи греметь,0
